"Origin ID","Destination ID","Duration","Distance","Origin snap distance","Destination snap distance"
113,1,13.9313,15319.1894,265.982,502.6552
113,2,9.3008,8906.684,265.982,80.7594
113,3,20.7447,21872.9439,265.982,87.6054
113,4,13.83,17844.3966,265.982,161.5849
113,5,12.6964,14133.4721,265.982,159.266
114,1,11.9761,13351.4099,150.1637,502.6552
114,2,7.8647,7383.2577,150.1637,80.7594
114,3,22.296,23516.5748,150.1637,87.6054
114,4,11.8748,15876.6171,150.1637,161.5849
114,5,10.7413,12165.6926,150.1637,159.266
115,1,11.1571,12481.4875,381.9925,502.6552
115,2,7.0958,6661.4667,381.9925,80.7594
115,3,23.5244,25227.3517,381.9925,87.6054
115,4,11.0558,15006.6947,381.9925,161.5849
115,5,9.9223,11295.7702,381.9925,159.266
116,1,12.296,13571.5917,402.2904,502.6552
116,2,12.5666,11797.3692,402.2904,80.7594
116,3,28.9952,30207.0156,402.2904,87.6054
116,4,9.8965,10887.9395,402.2904,161.5849
116,5,11.0611,12385.8744,402.2904,159.266
117,1,13.6337,14125.2777,455.8521,502.6552
117,2,10.4334,9794.6719,455.8521,80.7594
117,3,26.8619,28204.3182,455.8521,87.6054
117,4,12.0298,12890.6369,455.8521,161.5849
117,5,12.3988,12939.5604,455.8521,159.266
118,1,12.6357,13188.3112,344.7437,502.6552
118,2,9.4353,8857.7054,344.7437,80.7594
118,3,25.8639,27267.3517,344.7437,87.6054
118,4,12.5343,13467.3915,344.7437,161.5849
118,5,11.4008,12002.5939,344.7437,159.266
119,1,11.7463,13034.6095,543.2641,502.6552
119,2,7.685,7214.5888,543.2641,80.7594
119,3,24.1136,25780.4737,543.2641,87.6054
119,4,11.645,14616.4163,543.2641,161.5849
119,5,10.5114,11848.8922,543.2641,159.266
120,1,11.7984,12706.8252,452.7188,502.6552
120,2,10.2884,9658.5398,452.7188,80.7594
120,3,26.9237,28579.6696,452.7188,87.6054
120,4,9.399,10420.8025,452.7188,161.5849
120,5,10.5635,11521.1079,452.7188,159.266
121,1,11.8855,13186.2447,1071.0115,502.6552
121,2,12.8015,12017.8646,1071.0115,80.7594
121,3,29.6421,31131.6832,1071.0115,87.6054
121,4,8.0876,7868.789,1071.0115,161.5849
121,5,10.6506,12000.5274,1071.0115,159.266
122,1,14.7362,15862.4093,283.1182,502.6552
122,2,13.4503,12626.9452,283.1182,80.7594
122,3,29.8789,31036.5916,283.1182,87.6054
122,4,10.9365,10543.2934,283.1182,161.5849
122,5,13.5013,14676.692,283.1182,159.266
123,1,13.6644,14856.2289,802.0824,502.6552
123,2,12.3785,11620.7648,802.0824,80.7594
123,3,28.8071,30030.4112,802.0824,87.6054
123,4,11.265,11549.4738,802.0824,161.5849
123,5,12.4295,13670.5116,802.0824,159.266
124,1,9.7861,10513.1862,511.0968,502.6552
124,2,8.0996,7603.7828,511.0968,80.7594
124,3,27.2326,29389.6795,511.0968,87.6054
124,4,8.1915,9605.1204,511.0968,161.5849
124,5,8.5512,9327.4688,511.0968,159.266
125,1,11.3775,12007.1327,383.5612,502.6552
125,2,9.543,8958.8473,383.5612,80.7594
125,3,26.1784,27879.9772,383.5612,87.6054
125,4,10.1443,11120.495,383.5612,161.5849
125,5,10.1426,10821.4154,383.5612,159.266
126,1,8.7731,9795.7324,612.2185,502.6552
126,2,7.0866,6886.3291,612.2185,80.7594
126,3,24.4781,26570.2413,612.2185,87.6054
126,4,8.6718,12320.9396,612.2185,161.5849
126,5,7.5382,8610.0151,612.2185,159.266
127,1,11.1183,12465.9612,393.7486,502.6552
127,2,10.9685,10297.0332,393.7486,80.7594
127,3,27.6038,29218.1631,393.7486,87.6054
127,4,8.7188,9782.3091,393.7486,161.5849
127,5,9.8834,11280.2439,393.7486,159.266
128,1,9.6013,11041.815,434.3211,502.6552
128,2,9.0893,8532.8547,434.3211,80.7594
128,3,28.2222,30318.7514,434.3211,87.6054
128,4,7.2018,8676.0485,434.3211,161.5849
128,5,8.3664,9856.0977,434.3211,159.266
129,1,12.4323,13699.6021,396.6498,502.6552
129,2,13.3484,12531.222,396.6498,80.7594
129,3,30.189,31645.0406,396.6498,87.6054
129,4,7.5408,7355.4315,396.6498,161.5849
129,5,11.1975,12513.8848,396.6498,159.266
130,1,11.7014,13013.3731,282.4901,502.6552
130,2,12.6174,11844.993,282.4901,80.7594
130,3,29.458,30958.8116,282.4901,87.6054
130,4,8.2718,8041.6605,282.4901,161.5849
130,5,10.4665,11827.6558,282.4901,159.266
131,1,10.9012,12262.2012,292.5556,502.6552
131,2,11.8172,11093.8211,292.5556,80.7594
131,3,28.6578,30207.6397,292.5556,87.6054
131,4,8.5018,8792.8324,292.5556,161.5849
131,5,9.6663,11076.4839,292.5556,159.266
132,1,9.4128,10864.9048,348.6684,502.6552
132,2,10.3288,9696.5247,348.6684,80.7594
132,3,29.3093,30819.2195,348.6684,87.6054
132,4,7.0134,8499.1383,348.6684,161.5849
132,5,8.1779,9679.1875,348.6684,159.266
133,1,10.1815,11586.5312,322.5246,502.6552
133,2,11.0975,10418.1511,322.5246,80.7594
133,3,30.2305,32204.0478,322.5246,87.6054
133,4,6.9393,6790.7521,322.5246,161.5849
133,5,8.9466,10400.8139,322.5246,159.266
134,1,8.1594,8704.1585,625.6718,502.6552
134,2,8.5749,8331.8311,625.6718,80.7594
134,3,27.7078,30117.7278,625.6718,87.6054
134,4,6.97,9048.1542,625.6718,161.5849
134,5,6.9245,7518.4412,625.6718,159.266
135,1,8.3342,9150.212,304.4272,502.6552
135,2,6.6478,6240.8086,304.4272,80.7594
135,3,25.7807,28026.7053,304.4272,87.6054
135,4,8.2329,10968.0946,304.4272,161.5849
135,5,7.0994,7964.4947,304.4272,159.266
136,1,6.8532,7477.8985,163.6285,502.6552
136,2,7.2686,7105.5711,163.6285,80.7594
136,3,26.4016,28891.4677,163.6285,87.6054
136,4,6.7518,10003.1057,163.6285,161.5849
136,5,5.6183,6292.1812,163.6285,159.266
137,1,5.6616,6139.1892,525.0855,502.6552
137,2,7.7185,7747.9835,525.0855,80.7594
137,3,26.8514,29533.8802,525.0855,87.6054
137,4,5.5603,8664.3965,525.0855,161.5849
137,5,4.4268,4953.4719,525.0855,159.266
138,1,6.484,6789.3801,577.6063,502.6552
138,2,9.4493,9494.6603,577.6063,80.7594
138,3,28.5822,31280.5569,577.6063,87.6054
138,4,4.6947,6917.7197,577.6063,161.5849
138,5,5.2491,5603.6628,577.6063,159.266
139,1,8.2431,9766.794,302.3427,502.6552
139,2,10.4474,9807.8758,302.3427,80.7594
139,3,29.5804,31593.7725,302.3427,87.6054
139,4,5.8436,7990.7874,302.3427,161.5849
139,5,7.0082,8581.0767,302.3427,159.266
140,1,8.3628,9649.1019,529.4204,502.6552
140,2,9.5814,9276.7745,529.4204,80.7594
140,3,28.7144,31062.6712,529.4204,87.6054
140,4,5.9634,8103.2108,529.4204,161.5849
140,5,7.128,8463.3846,529.4204,159.266
141,1,6.9011,8506.9569,424.5557,502.6552
141,2,10.2712,10649.035,424.5557,80.7594
141,3,30.1761,32434.9316,424.5557,87.6054
141,4,4.5017,6736.5182,424.5557,161.5849
141,5,5.6662,7321.2396,424.5557,159.266
142,1,10.3379,11733.4072,490.7028,502.6552
142,2,12.7191,11940.4849,490.7028,80.7594
142,3,31.8521,33726.3815,490.7028,87.6054
142,4,5.6073,6291.6201,490.7028,161.5849
142,5,9.1031,10547.6899,490.7028,159.266
143,1,9.0991,10570.4159,648.2929,502.6552
143,2,11.7434,11306.367,648.2929,80.7594
143,3,30.8763,33092.2636,648.2929,87.6054
143,4,5.3532,6073.6183,648.2929,161.5849
143,5,7.8642,9384.6986,648.2929,159.266
144,1,9.3701,10824.7946,423.0347,502.6552
144,2,10.2861,9656.4145,423.0347,80.7594
144,3,29.4191,31442.3111,423.0347,87.6054
144,4,6.9706,7552.4888,423.0347,161.5849
144,5,8.1352,9639.0773,423.0347,159.266
145,1,8.2105,9736.2463,67.229,502.6552
145,2,10.8548,10472.1974,67.229,80.7594
145,3,29.9878,32258.0941,67.229,87.6054
145,4,5.8111,6907.7879,67.229,161.5849
145,5,6.9757,8550.529,67.229,159.266
146,1,7.6499,9209.9432,363.6558,502.6552
146,2,11.02,11944.7528,363.6558,80.7594
146,3,31.1921,33730.6495,363.6558,87.6054
146,4,5.2505,6017.7111,363.6558,161.5849
146,5,6.415,8024.2259,363.6558,159.266
147,1,2.8513,3619.4951,284.6344,502.6552
147,2,7.4936,9226.7843,284.6344,80.7594
147,3,28.4739,33564.1386,284.6344,87.6054
147,4,7.8797,11909.6973,284.6344,161.5849
147,5,0.4756,446.4413,284.6344,159.266
148,1,1.1651,1521.4066,475.2586,502.6552
148,2,7.0878,9591.5575,475.2586,80.7594
148,3,28.0681,34323.475,475.2586,87.6054
148,4,7.4739,12043.8721,475.2586,161.5849
148,5,1.2106,1651.6473,475.2586,159.266
149,1,1.8483,1735.1326,467.0197,502.6552
149,2,8.8337,10111.5838,467.0197,80.7594
149,3,29.814,33937.9368,467.0197,87.6054
149,4,7.22,10913.8407,467.0197,161.5849
149,5,2.9565,3718.2735,467.0197,159.266
150,1,2.457,3249.3652,360.6091,502.6552
150,2,6.9759,8353.5911,360.6091,80.7594
150,3,27.9562,33107.4109,360.6091,87.6054
150,4,6.182,10315.9135,360.6091,161.5849
150,5,1.2222,1147.3426,360.6091,159.266
151,1,2.7856,4346.6743,666.9268,502.6552
151,2,5.4673,6766.2897,666.9268,80.7594
151,3,26.4476,31498.2073,666.9268,87.6054
151,4,7.002,12207.6299,666.9268,161.5849
151,5,1.5508,2244.6517,666.9268,159.266
152,1,5.1306,7660.817,313.318,502.6552
152,2,5.0467,5258.8037,313.318,80.7594
152,3,26.0271,29990.7212,313.318,87.6054
152,4,8.8869,13326.22,313.318,161.5849
152,5,3.8958,5558.7944,313.318,159.266
153,1,3.0423,4794.0699,531.9016,502.6552
153,2,5.2638,6411.5387,531.9016,80.7594
153,3,26.2441,31143.4562,531.9016,87.6054
153,4,6.7454,11760.2343,531.9016,161.5849
153,5,1.8074,2692.0473,531.9016,159.266
154,1,4.1157,4806.5018,223.8233,502.6552
154,2,7.2396,6796.4545,223.8233,80.7594
154,3,28.4661,31550.2744,223.8233,87.6054
154,4,6.6431,10412.1332,223.8233,161.5849
154,5,2.8808,2704.4791,223.8233,159.266
155,1,6.7535,7282.8385,278.2288,502.6552
155,2,4.6018,4320.1177,278.2288,80.7594
155,3,27.5717,29073.9376,278.2288,87.6054
155,4,9.2809,12224.2198,278.2288,161.5849
155,5,5.5186,5180.8159,278.2288,159.266
156,1,3.2607,5175.002,656.5446,502.6552
156,2,5.4823,6792.4707,656.5446,80.7594
156,3,26.4626,31524.3882,656.5446,87.6054
156,4,6.5269,11379.3023,656.5446,161.5849
156,5,2.0259,3072.9794,656.5446,159.266
157,1,3.7126,3485.3457,265.0734,502.6552
157,2,9.0303,10236.3106,265.0734,80.7594
157,3,30.0106,34062.6636,265.0734,87.6054
157,4,7.3528,10806.1779,265.0734,161.5849
157,5,4.4253,4490.9789,265.0734,159.266
158,1,4.0145,4586.2221,419.7536,502.6552
158,2,7.3846,9145.8365,419.7536,80.7594
158,3,28.3649,31712.8059,419.7536,87.6054
158,4,4.6246,8062.7512,419.7536,161.5849
158,5,2.7796,3400.5048,419.7536,159.266
159,1,4.47,4599.2381,177.5969,502.6552
159,2,7.8401,8790.2962,177.5969,80.7594
159,3,28.362,31073.8313,177.5969,87.6054
159,4,6.1104,9107.8618,177.5969,161.5849
159,5,3.2351,3413.5208,177.5969,159.266
160,1,6.1026,6131.921,603.1361,502.6552
160,2,7.7309,7257.6133,603.1361,80.7594
160,3,28.5525,31252.6938,603.1361,87.6054
160,4,6.353,9286.7242,603.1361,161.5849
160,5,4.8677,4946.2037,603.1361,159.266
161,1,4.5381,5202.9937,393.3944,502.6552
161,2,6.8173,6399.9625,393.3944,80.7594
161,3,28.8885,31153.7824,393.3944,87.6054
161,4,7.0654,10808.6252,393.3944,161.5849
161,5,3.3032,3100.9711,393.3944,159.266
162,1,2.0209,1897.2122,458.2824,502.6552
162,2,8.7247,9949.5042,458.2824,80.7594
162,3,29.7051,33775.8572,458.2824,87.6054
162,4,7.0473,10751.7611,458.2824,161.5849
162,5,3.1292,3880.3531,458.2824,159.266
163,1,3.7822,3550.6405,881.3644,502.6552
163,2,9.0998,10301.6053,881.3644,80.7594
163,3,30.0801,34127.9583,881.3644,87.6054
163,4,7.4224,10740.8831,881.3644,161.5849
163,5,4.4948,4556.2736,881.3644,159.266
164,1,1.3608,1862.5481,156.7331,502.6552
164,2,8.3462,11785.5991,156.7331,80.7594
164,3,29.3266,36345.7045,156.7331,87.6054
164,4,8.7324,12462.5602,156.7331,161.5849
164,5,2.4691,3845.6889,156.7331,159.266
165,1,3.7217,4588.9247,544.2326,502.6552
165,2,10.7071,12648.4289,544.2326,80.7594
165,3,31.3586,34832.5832,544.2326,87.6054
165,4,7.4846,9736.1836,544.2326,161.5849
165,5,4.83,6572.0656,544.2326,159.266
166,1,7.5919,9155.4621,823.5898,502.6552
166,2,10.962,12918.8688,823.5898,80.7594
166,3,31.3646,34704.7654,823.5898,87.6054
166,4,4.037,4837.9603,823.5898,161.5849
166,5,6.357,7969.7448,823.5898,159.266
167,1,6.2989,7037.6871,416.4511,502.6552
167,2,11.7427,13651.7713,416.4511,80.7594
167,3,32.1453,35437.6679,416.4511,87.6054
167,4,5.9731,8117.926,416.4511,161.5849
167,5,7.1377,8361.3554,416.4511,159.266
168,1,7.0812,7772.0678,498.7242,502.6552
168,2,12.525,14386.1519,498.7242,80.7594
168,3,32.9275,36172.0486,498.7242,87.6054
168,4,6.7554,7507.8206,498.7242,161.5849
168,5,7.92,9095.7361,498.7242,159.266
169,1,6.3181,7959.6802,539.2631,502.6552
169,2,9.6882,11723.0869,539.2631,80.7594
169,3,30.0908,33508.9836,539.2631,87.6054
169,4,3.9187,6189.2416,539.2631,161.5849
169,5,5.0832,6773.9629,539.2631,159.266
170,1,8.5441,10049.4016,305.2104,502.6552
170,2,11.9142,13812.8082,305.2104,80.7594
170,3,32.3168,35598.7049,305.2104,87.6054
170,4,3.0848,3944.0208,305.2104,161.5849
170,5,7.3092,8863.6843,305.2104,159.266
171,1,8.4728,10867.3428,634.0655,502.6552
171,2,11.8429,14630.7495,634.0655,80.7594
171,3,32.2455,36416.6461,634.0655,87.6054
171,4,2.4387,3337.4859,634.0655,161.5849
171,5,7.2379,9681.6255,634.0655,159.266
172,1,8.4534,9060.3341,470.6844,502.6552
172,2,13.8972,15674.4183,470.6844,80.7594
172,3,34.2998,37460.315,470.6844,87.6054
172,4,6.3308,6219.5543,470.6844,161.5849
172,5,9.2922,10384.0025,470.6844,159.266
173,1,6.5481,7920.0071,135.6024,502.6552
173,2,9.9182,11938.9464,135.6024,80.7594
173,3,30.3207,33724.8431,135.6024,87.6054
173,4,4.1486,6405.1011,135.6024,161.5849
173,5,5.3132,6989.8225,135.6024,159.266
174,1,5.3797,6966.3224,220.2544,502.6552
174,2,8.7498,11066.7218,220.2544,80.7594
174,3,29.1523,32852.6185,220.2544,87.6054
174,4,3.2594,5682.651,220.2544,161.5849
174,5,4.1448,5780.605,220.2544,159.266
175,1,5.0403,6374.7106,589.1571,502.6552
175,2,8.4104,10475.1101,589.1571,80.7594
175,3,28.813,32261.0067,589.1571,87.6054
175,4,3.5988,6274.2628,589.1571,161.5849
175,5,3.8054,5188.9933,589.1571,159.266
176,1,4.9157,6157.5095,332.6304,502.6552
176,2,8.2858,10257.909,332.6304,80.7594
176,3,28.6884,32043.8057,332.6304,87.6054
176,4,3.7233,6491.4638,332.6304,161.5849
176,5,3.6809,4971.7922,332.6304,159.266
177,1,4.8832,4884.7054,392.1663,502.6552
177,2,9.7945,11635.6703,392.1663,80.7594
177,3,30.1971,33572.1571,392.1663,87.6054
177,4,6.3231,9922.1024,392.1663,161.5849
177,5,5.1896,5890.3386,392.1663,159.266
178,1,5.6409,5830.4725,657.121,502.6552
178,2,9.011,10840.4933,657.121,80.7594
178,3,29.4136,32626.39,657.121,87.6054
178,4,5.5396,8976.3353,657.121,161.5849
178,5,4.406,5554.3765,657.121,159.266
179,1,6.7774,9403.1958,338.2881,502.6552
179,2,10.1475,13166.6025,338.2881,80.7594
179,3,30.5501,34952.4991,338.2881,87.6054
179,4,1.8617,3245.7775,338.2881,161.5849
179,5,5.5425,8217.4785,338.2881,159.266
180,1,9.2995,10758.4982,374.4324,502.6552
180,2,12.6696,12910.8292,374.4324,80.7594
180,3,32.5854,34696.7258,374.4324,87.6054
180,4,3.6442,4469.1561,374.4324,161.5849
180,5,8.0646,9572.7809,374.4324,159.266
181,1,6.0654,8161.8979,216.0156,502.6552
181,2,9.4355,11925.3045,216.0156,80.7594
181,3,29.8381,33711.2012,216.0156,87.6054
181,4,2.5737,4487.0755,216.0156,161.5849
181,5,4.8305,6976.1806,216.0156,159.266
182,1,5.7816,7667.0007,289.069,502.6552
182,2,9.1517,11430.4073,289.069,80.7594
182,3,29.5542,33216.304,289.069,87.6054
182,4,2.8575,4981.9727,289.069,161.5849
182,5,4.5467,6481.2834,289.069,159.266
183,1,7.0428,8639.9369,198.3246,502.6552
183,2,10.4129,11374.7466,198.3246,80.7594
183,3,30.5849,33160.6432,198.3246,87.6054
183,4,4.6433,6587.7174,198.3246,161.5849
183,5,5.8079,7454.2196,198.3246,159.266
184,1,8.6042,9201.8801,498.6295,502.6552
184,2,14.048,15815.9642,498.6295,80.7594
184,3,34.4506,37601.8609,498.6295,87.6054
184,4,6.1801,6078.0083,498.6295,161.5849
184,5,9.443,10525.5484,498.6295,159.266
185,1,7.6112,8376.3904,460.7303,502.6552
185,2,13.7904,15445.3904,460.7303,80.7594
185,3,34.193,37629.5448,460.7303,87.6054
185,4,7.8442,7640.3104,460.7303,161.5849
185,5,8.7195,9700.0587,460.7303,159.266
186,1,6.3641,7205.6258,593.1759,502.6552
186,2,12.5433,14274.6258,593.1759,80.7594
186,3,32.9459,36458.7802,593.1759,87.6054
186,4,9.0341,8811.075,593.1759,161.5849
186,5,7.4724,8529.2941,593.1759,159.266
187,1,6.7518,7462.8303,317.7229,502.6552
187,2,12.1956,14076.9145,317.7229,80.7594
187,3,32.5981,35862.8112,317.7229,87.6054
187,4,6.426,7817.0581,317.7229,161.5849
187,5,7.5906,8786.4987,317.7229,159.266
188,1,5.1646,6079.5876,525.8722,502.6552
188,2,11.3439,13148.5877,525.8722,80.7594
188,3,31.7464,35332.742,525.8722,87.6054
188,4,7.8347,9937.1131,525.8722,161.5849
188,5,6.2729,7403.256,525.8722,159.266
189,1,5.62,5665.019,765.2741,502.6552
189,2,12.6055,14854.4388,765.2741,80.7594
189,3,33.5858,39191.793,765.2741,87.6054
189,4,12.8372,14761.0924,765.2741,161.5849
189,5,6.7283,7207.8388,765.2741,159.266
190,1,4.6788,4781.3999,320.7441,502.6552
190,2,11.6642,13970.8197,320.7441,80.7594
190,3,32.6446,38308.1739,320.7441,87.6054
190,4,11.896,13877.4733,320.7441,161.5849
190,5,5.7871,6324.2197,320.7441,159.266
191,1,7.2078,7151.9832,468.7027,502.6552
191,2,14.1932,16341.403,468.7027,80.7594
191,3,35.1735,40678.7572,468.7027,87.6054
191,4,14.4249,16251.6319,468.7027,161.5849
191,5,8.316,8694.803,468.7027,159.266
192,1,10.2454,11764.3681,161.0789,502.6552
192,2,10.1615,9543.7294,161.0789,80.7594
192,3,30.1017,33377.9354,161.0789,87.6054
192,4,14.0016,19521.2651,161.0789,161.5849
192,5,9.0105,9751.2896,161.0789,159.266
193,1,10.4577,11963.7223,199.9437,502.6552
193,2,9.7947,9743.0836,199.9437,80.7594
193,3,28.7041,32207.7546,199.9437,87.6054
193,4,14.214,19720.6193,199.9437,161.5849
193,5,9.2229,9950.6439,199.9437,159.266
194,1,11.9409,15404.1355,759.1984,502.6552
194,2,8.9338,9013.8149,759.1984,80.7594
194,3,27.8432,31070.007,759.1984,87.6054
194,4,15.6971,22554.4165,759.1984,161.5849
194,5,10.706,13312.4479,759.1984,159.266
195,1,10.7347,12223.7653,471.4852,502.6552
195,2,9.5177,9508.3832,471.4852,80.7594
195,3,28.4271,31947.7116,471.4852,87.6054
195,4,14.491,19980.6623,471.4852,161.5849
195,5,9.4999,10210.6868,471.4852,159.266
196,1,2.2343,2097.5195,424.7438,502.6552
196,2,10.4492,10867.7135,424.7438,80.7594
196,3,31.4295,35205.0678,424.7438,87.6054
196,4,10.8353,14684.3696,424.7438,161.5849
196,5,3.4312,3221.1136,424.7438,159.266
197,1,5.3149,4989.5342,401.0881,502.6552
197,2,11.1427,11518.7268,401.0881,80.7594
197,3,32.123,35856.081,401.0881,87.6054
197,4,11.5288,15335.3829,401.0881,161.5849
197,5,4.1246,3872.1269,401.0881,159.266
198,1,3.1123,2921.7395,856.5575,502.6552
198,2,11.3652,12111.1593,856.5575,80.7594
198,3,32.3455,36448.5135,856.5575,87.6054
198,4,11.7513,15570.7128,856.5575,161.5849
198,5,4.7557,4464.5593,856.5575,159.266
199,1,2.573,2415.5303,158.725,502.6552
199,2,9.4768,9954.872,158.725,80.7594
199,3,30.4572,34292.2262,158.725,87.6054
199,4,9.863,13771.5281,158.725,161.5849
199,5,2.4588,2308.2721,158.725,159.266
200,1,3.4123,3203.4526,52.5045,502.6552
200,2,8.6375,9166.9496,52.5045,80.7594
200,3,29.6179,33504.3039,52.5045,87.6054
200,4,9.0237,12983.6057,52.5045,161.5849
200,5,1.6195,1520.3497,52.5045,159.266
201,1,3.6527,3429.0723,434.9409,502.6552
201,2,11.8557,12618.492,434.9409,80.7594
201,3,32.836,36955.8463,434.9409,87.6054
201,4,12.0874,14057.1742,434.9409,161.5849
201,5,5.2961,4971.8921,434.9409,159.266
202,1,5.7933,5438.6295,565.4526,502.6552
202,2,14.0462,14628.0493,565.4526,80.7594
202,3,35.0265,38965.4035,565.4526,87.6054
202,4,14.4323,16283.5368,565.4526,161.5849
202,5,7.4367,6981.4493,565.4526,159.266
203,1,3.6163,3394.8785,408.9474,502.6552
203,2,11.8692,12584.2983,408.9474,80.7594
203,3,32.8495,36921.6525,408.9474,87.6054
203,4,12.2553,16043.8518,408.9474,161.5849
203,5,5.2597,4937.6983,408.9474,159.266
204,1,2.3581,2213.7146,442.9946,502.6552
204,2,10.611,11403.1344,442.9946,80.7594
204,3,31.5913,35740.4886,442.9946,87.6054
204,4,10.9971,14862.688,442.9946,161.5849
204,5,4.0015,3756.5345,442.9946,159.266
205,1,2.996,2812.6266,636.6203,502.6552
205,2,11.249,12002.0464,636.6203,80.7594
205,3,32.2293,36339.4007,636.6203,87.6054
205,4,11.6351,14673.6198,636.6203,161.5849
205,5,4.6395,4355.4465,636.6203,159.266
206,1,5.1939,5264.9625,336.4266,502.6552
206,2,12.1793,14454.3823,336.4266,80.7594
206,3,33.1597,38791.7365,336.4266,87.6054
206,4,12.411,14361.0359,336.4266,161.5849
206,5,6.3022,6807.7824,336.4266,159.266
207,1,6.3107,6779.9505,142.9075,502.6552
207,2,13.2962,15969.3703,142.9075,80.7594
207,3,34.2765,40306.7246,142.9075,87.6054
207,4,13.5279,15876.0239,142.9075,161.5849
207,5,7.419,8322.7704,142.9075,159.266
208,1,3.9268,6336.3255,644.6414,502.6552
208,2,10.9123,16259.3765,644.6414,80.7594
208,3,31.8926,39822.7741,644.6414,87.6054
208,4,11.144,14726.3744,644.6414,161.5849
208,5,5.0351,8319.4663,644.6414,159.266
209,1,2.5433,3924.2311,821.5822,502.6552
209,2,9.5288,13847.2821,821.5822,80.7594
209,3,30.5091,37410.6797,821.5822,87.6054
209,4,9.7605,12314.2801,821.5822,161.5849
209,5,3.6516,5907.372,821.5822,159.266
210,1,6.0479,9270.5982,650.0148,502.6552
210,2,13.0334,19193.6492,650.0148,80.7594
210,3,34.0137,42074.9521,650.0148,87.6054
210,4,13.2651,14724.3155,650.0148,161.5849
210,5,7.1562,11253.7391,650.0148,159.266
211,1,9.3215,10896.9881,153.3789,502.6552
211,2,9.2376,8676.3494,153.3789,80.7594
211,3,29.6596,32510.5554,153.3789,87.6054
211,4,13.0777,18653.8851,153.3789,161.5849
211,5,8.0866,8883.9096,153.3789,159.266
212,1,10.2583,11776.5296,452.1667,502.6552
212,2,9.9941,9555.8909,452.1667,80.7594
212,3,28.9035,32394.9473,452.1667,87.6054
212,4,14.0146,19533.4266,452.1667,161.5849
212,5,9.0235,9763.4512,452.1667,159.266
213,1,11.2391,12697.2121,183.5468,502.6552
213,2,9.0134,9034.9363,183.5468,80.7594
213,3,27.9228,31474.2648,183.5468,87.6054
213,4,14.9953,20454.1091,183.5468,161.5849
213,5,10.0042,10684.1337,183.5468,159.266
214,1,12.7947,14157.5911,323.1744,502.6552
214,2,10.4249,10413.6773,323.1744,80.7594
214,3,29.3343,32469.8695,323.1744,87.6054
214,4,16.5509,21914.4881,323.1744,161.5849
214,5,11.5598,12144.5127,323.1744,159.266
215,1,11.1996,12660.1908,157.5509,502.6552
215,2,11.1157,10439.5521,157.5509,80.7594
215,3,30.9294,33967.2698,157.5509,87.6054
215,4,14.9559,20417.0878,157.5509,161.5849
215,5,9.9647,10647.1124,157.5509,159.266
216,1,9.8374,11381.3883,54.8908,502.6552
216,2,9.7535,9160.7496,54.8908,80.7594
216,3,29.6938,32994.9556,54.8908,87.6054
216,4,13.5937,19138.2853,54.8908,161.5849
216,5,8.6026,9368.3098,54.8908,159.266
217,1,15.509,14559.5727,1418.2744,502.6552
217,2,19.2642,18711.892,1418.2744,80.7594
217,3,38.1736,40768.0842,1418.2744,87.6054
217,4,22.2051,25358.1353,1418.2744,161.5849
217,5,14.8009,13894.8793,1418.2744,159.266
218,1,7.2194,7162.8776,2005.4074,502.6552
218,2,14.2048,16352.2974,2005.4074,80.7594
218,3,35.1851,40689.6516,2005.4074,87.6054
218,4,14.4365,16262.5263,2005.4074,161.5849
218,5,8.3276,8705.6975,2005.4074,159.266
219,1,8.7127,8564.7315,402.4806,502.6552
219,2,15.4686,15579.8557,402.4806,80.7594
219,3,36.4489,39708.8399,402.4806,87.6054
219,4,15.8548,17664.3802,402.4806,161.5849
219,5,8.4506,7933.2557,402.4806,159.266
220,1,6.4625,9659.7948,684.1764,502.6552
220,2,13.4479,19254.991,684.1764,80.7594
220,3,34.4283,42959.0585,684.1764,87.6054
220,4,13.6796,15608.4219,684.1764,161.5849
220,5,7.5708,11608.3911,684.1764,159.266
221,1,7.0414,6610.3288,317.6172,502.6552
221,2,13.3514,13592.2354,317.6172,80.7594
221,3,34.3317,37721.2197,317.6172,87.6054
221,4,13.7375,17408.8915,317.6172,161.5849
221,5,6.3333,5945.6355,317.6172,159.266
222,1,7.5258,7065.0802,231.6903,502.6552
222,2,13.8358,14046.9868,231.6903,80.7594
222,3,34.8161,38175.9711,231.6903,87.6054
222,4,14.2219,17863.6429,231.6903,161.5849
222,5,6.8177,6400.3869,231.6903,159.266
223,1,7.533,7071.9005,588.3427,502.6552
223,2,13.8431,14053.8071,588.3427,80.7594
223,3,34.8234,38182.7914,588.3427,87.6054
223,4,14.2292,17870.4632,588.3427,161.5849
223,5,6.825,6407.2072,588.3427,159.266
224,1,8.4984,7978.1859,402.5641,502.6552
224,2,14.8084,14960.0925,402.5641,80.7594
224,3,35.7888,38872.5564,402.5641,87.6054
224,4,15.1946,18776.7486,402.5641,161.5849
224,5,7.7904,7313.4925,402.5641,159.266
225,1,8.1969,7695.1057,305.6756,502.6552
225,2,14.5069,14677.0123,305.6756,80.7594
225,3,35.4872,38805.9965,305.6756,87.6054
225,4,14.893,18493.6684,305.6756,161.5849
225,5,7.4888,7030.4123,305.6756,159.266
226,1,10.6118,9962.2282,919.7557,502.6552
226,2,13.901,13054.3081,919.7557,80.7594
